"Name","Team","G","PA","HR","R","RBI","SB","BB%","K%","ISO","BABIP","AVG","OBP","SLG","wOBA","xwOBA","wRC+","BsR","Off","Def","WAR","playerid"
"Estevan Florial","NYY","11","25","1","3","2","1","20.0%","24.0%",".250",".385",".300",".440",".550",".423",".325","173","0.0","2.2","0.1","0.3","19151"
"Bobby Bradley","CLE","74","279","16","36","41","0","9.0%","35.5%",".237",".263",".208",".294",".445",".314",".332","99","-2.0","-2.5","-3.8","0.3","17278"
"Billy Hamilton","CHW","71","135","2","23","11","9","3.0%","34.8%",".157",".329",".220",".242",".378",".262",".215","64","2.9","-3.0","1.6","0.3","10199"
"Ernie Clement","CLE","40","133","3","16","9","0","5.3%","14.3%",".107",".253",".231",".285",".339",".275",".289","72","0.7","-3.9","2.5","0.3","20352"
"Billy McKinney","- - -","116","300","9","32","27","2","10.7%","26.3%",".166",".235",".192",".280",".358",".277",".292","73","0.2","-9.9","3.1","0.3","15654"
"Pavin Smith","ARI","145","545","11","68","49","1","7.7%","19.4%",".137",".319",".267",".328",".404",".318",".316","96","-2.4","-5.2","-9.7","0.3","19892"
"Jake Burger","CHW","15","42","1","5","3","0","9.5%","35.7%",".211",".409",".263",".333",".474",".344",".349","120","-0.5","0.5","1.2","0.3","22275"
"Andrew Vaughn","CHW","127","469","15","56","48","1","8.7%","21.5%",".161",".271",".235",".309",".396",".306",".330","94","-3.6","-7.0","-5.9","0.3","26197"
"Brandon Drury","NYM","51","88","4","7","14","0","3.4%","25.0%",".202",".328",".274",".307",".476",".333",".254","114","-1.0","0.6","-0.5","0.3","11615"
"Christian Walker","ARI","115","445","10","55","46","0","8.5%","23.8%",".137",".307",".244",".315",".382",".304",".311","87","1.1","-6.4","-5.2","0.3","13419"
"John Hicks","TEX","10","31","4","6","7","0","0.0%","25.8%",".419",".211",".258",".258",".677",".384",".361","147","0.2","2.0","0.0","0.3","12547"
"Jose Siri","HOU","21","49","4","10","9","3","2.0%","34.7%",".304",".400",".304",".347",".609",".401",".377","160","0.1","3.7","-2.4","0.3","17452"
"Sergio Alcantara","CHC","89","255","5","30","17","3","11.8%","29.0%",".123",".280",".205",".303",".327",".279",".276","71","0.7","-8.7","3.2","0.3","16417"
"Geraldo Perdomo","ARI","11","37","0","5","1","0","16.2%","16.2%",".161",".320",".258",".378",".419",".331",".284","104","0.6","0.8","0.9","0.3","22799"
"Breyvic Valera","TOR","39","97","1","10","15","1","8.2%","12.4%",".103",".280",".253",".313",".356",".293",".285","81","-0.2","-2.4","2.1","0.3","12758"
"Derek Hill","DET","49","150","3","19","14","6","6.7%","28.0%",".129",".351",".259",".313",".388",".305",".287","92","0.3","-1.1","-1.2","0.3","16947"
"Delino DeShields","CIN","25","58","1","4","6","2","15.5%","19.0%",".170",".314",".255",".375",".426",".352",".330","115","0.5","1.6","-0.7","0.3","11379"
"Luke Maile","MIL","15","34","0","6","3","0","8.8%","20.6%",".133",".391",".300",".382",".433",".358",".283","122","0.2","1.1","0.5","0.3","13355"
"Luis Gonzalez","CHW","6","11","0","2","0","0","27.3%","18.2%",".250",".333",".250",".455",".500",".414",".340","167","-0.4","0.5","1.9","0.3","20332"
"Jason Heyward","CHC","104","353","8","35","30","5","7.6%","19.3%",".133",".247",".214",".280",".347",".275",".292","68","1.8","-12.4","3.4","0.3","4940"
"Luis Torrens","SEA","108","378","15","39","47","0","7.4%","26.2%",".188",".294",".243",".299",".431",".311",".317","101","-1.2","-0.6","-9.5","0.3","15905"
"Jose Rondon","STL","63","90","3","13","9","2","8.9%","18.9%",".150",".290",".263",".322",".413",".316",".298","101","0.8","0.9","-1.2","0.3","14140"
"Victor Reyes","DET","76","220","5","26","22","5","3.6%","25.0%",".158",".327",".258",".284",".416",".298",".297","88","1.7","-1.6","-3.2","0.3","15487"
"Jake McCarthy","ARI","24","70","2","11","4","3","11.4%","32.9%",".153",".324",".220",".333",".373",".315",".251","94","0.9","0.4","-0.1","0.3","21622"
"DJ Peters","- - -","70","240","13","29","38","2","5.0%","34.2%",".224",".237",".197",".242",".422",".272",".270","71","0.5","-7.9","2.4","0.3","19348"
"Alex Kirilloff","MIN","59","231","8","23","34","1","6.1%","22.5%",".172",".295",".251",".299",".423",".307",".365","93","-0.2","-2.1","-3.2","0.3","20325"
"Jon Berti","MIA","85","271","4","35","19","8","11.8%","22.5%",".103",".265",".210",".311",".313",".282",".303","79","2.8","-4.6","-1.9","0.2","12037"
"Ehire Adrianza","ATL","109","209","5","32","28","0","10.0%","20.1%",".154",".290",".247",".327",".401",".316",".313","94","0.2","-1.3","-3.2","0.2","8418"
"Eloy Jimenez","CHW","55","231","10","23","37","0","6.9%","24.7%",".188",".293",".249",".303",".437",".317",".323","101","-1.6","-1.2","-4.2","0.2","17484"
"Kyle Garlick","MIN","36","107","5","17","10","1","5.6%","29.9%",".232",".286",".232",".280",".465",".314",".345","99","-0.3","-0.5","-0.8","0.2","18063"
"Connor Wong","BOS","6","14","0","3","1","0","7.1%","50.0%",".231",".667",".308",".357",".538",".376",".323","136","0.2","0.8","1.0","0.2","19896"
"Jose Peraza","NYM","64","154","6","21","20","1","5.8%","16.9%",".176",".209",".204",".266",".380",".280",".268","80","-0.1","-4.1","1.3","0.2","13593"
"Grayson Greiner","DET","31","82","1","7","7","0","11.0%","37.8%",".097",".400",".236",".321",".333",".293",".241","84","0.9","-0.7","-0.1","0.2","17062"
"Dylan Moore","SEA","126","377","12","42","43","21","10.6%","29.4%",".154",".229",".181",".276",".334",".271",".289","74","1.6","-10.4","-0.4","0.2","18042"
"Martin Maldonado","HOU","125","426","12","40","36","0","11.0%","29.8%",".129",".221",".172",".272",".300",".258",".268","63","-5.0","-24.4","11.9","0.2","6887"
"Yadiel Hernandez","WSN","112","289","9","33","32","3","7.6%","20.4%",".140",".318",".273",".329",".413",".320",".305","98","-1.7","-2.5","-5.1","0.2","19334"
"Trevor Larnach","MIN","79","301","7","29","28","1","10.3%","34.6%",".127",".338",".223",".322",".350",".300",".304","89","-1.4","-5.3","-3.0","0.2","21501"
"Alex Avila","WSN","34","111","1","5","9","0","17.1%","33.3%",".157",".314",".191",".345",".348",".311",".298","92","-1.3","-2.5","0.6","0.2","7476"
"Danny Mendick","CHW","71","186","2","14","20","0","9.7%","22.6%",".067",".281",".220",".303",".287",".268",".258","68","0.9","-6.3","1.8","0.2","18889"
"Roman Quinn","PHI","28","62","0","8","2","4","9.7%","30.6%",".115",".273",".173",".306",".288",".275",".285","69","0.1","-2.4","2.1","0.2","13546"
"Alfonso Rivas III","CHC","18","49","1","7","3","0","8.2%","32.7%",".091",".481",".318",".388",".409",".353",".285","119","-0.2","1.0","-1.0","0.2","21560"
"Alex Dickerson","SFG","111","312","13","37","38","1","7.4%","24.4%",".187",".273",".233",".304",".420",".313",".335","97","-0.5","-1.6","-7.1","0.2","12649"
"Michael Hermosillo","CHC","16","38","3","5","7","0","2.6%","31.6%",".306",".190",".194",".237",".500",".307",".323","90","-0.2","-0.7","1.1","0.2","16285"
"Seth Beer","ARI","5","10","1","4","3","0","10.0%","30.0%",".444",".600",".444",".500",".889",".570",".472","259","-0.1","1.9","-0.6","0.2","20493"
"Brian Goodwin","CHW","72","271","8","33","29","1","12.2%","21.4%",".153",".259",".221",".319",".374",".306",".327","94","0.2","-1.9","-5.7","0.2","12858"
"Yoshi Tsutsugo","- - -","81","262","8","27","32","0","11.1%","27.5%",".165",".278",".217",".307",".383",".302",".280","90","-0.6","-3.7","-3.4","0.2","27459"
"Ben Rortvedt","MIN","39","98","3","8","7","0","6.1%","29.6%",".112",".211",".169",".229",".281",".227",".271","40","0.0","-7.2","5.5","0.2","20287"
"Max Schrock","CIN","53","134","3","19","14","1","6.0%","17.9%",".160",".333",".288",".328",".448",".329",".294","100","-0.3","-0.3","-2.5","0.2","17750"
"Tyler Nevin","BAL","6","18","1","3","3","0","22.2%","27.8%",".357",".375",".286",".444",".643",".452",".332","190","0.2","2.2","-1.2","0.2","17893"
"Austin Dean","STL","22","38","1","5","7","0","15.8%","28.9%",".167",".300",".233",".342",".400",".320",".291","103","0.9","1.0","-0.9","0.1","18288"
"Anthony Alford","PIT","49","148","5","14","11","5","8.1%","39.2%",".173",".371",".233",".311",".406",".310",".288","93","-1.1","-2.4","-1.1","0.1","14329"
"Daniel Johnson","CLE","30","81","4","9","5","1","4.9%","33.3%",".156",".283",".221",".259",".377",".274",".270","71","0.2","-2.6","1.1","0.1","19643"
"Stephen Vogt","- - -","78","238","7","24","25","0","10.9%","23.5%",".138",".230",".195",".283",".333",".270",".289","64","0.3","-10.5","3.8","0.1","5000"
"Nick Gordon","MIN","73","216","4","19","23","10","5.6%","25.5%",".115",".310",".240",".292",".355",".283",".317","77","0.6","-5.4","-0.7","0.1","16337"
"Jake Lamb","- - -","55","170","7","25","19","0","12.9%","30.0%",".174",".239",".194",".306",".368",".298",".316","87","-0.2","-2.9","-1.7","0.1","13329"
"Jo Adell","LAA","35","140","4","17","26","2","5.7%","22.9%",".162",".298",".246",".295",".408",".303",".312","90","-0.3","-2.0","-1.7","0.1","20220"
"Seby Zavala","CHW","37","104","5","15","15","0","5.8%","39.4%",".194",".255",".183",".240",".376",".265",".215","66","0.4","-3.8","1.4","0.1","18887"
"Phil Gosselin","LAA","104","373","7","40","47","4","6.4%","21.7%",".101",".322",".261",".314",".362",".297",".287","87","1.2","-4.9","-6.6","0.1","10953"
"Webster Rivas","SDP","24","77","2","8","4","0","10.4%","20.8%",".118",".260",".221",".303",".338",".286",".258","80","-1.5","-3.4","1.9","0.1","14636"
"Andy Burns","LAD","9","15","0","2","0","0","20.0%","6.7%",".091",".300",".273",".467",".364",".386",".401","145","-0.1","0.7","-0.2","0.1","12779"
"Cal Raleigh","SEA","47","148","2","6","13","0","4.7%","35.1%",".129",".267",".180",".223",".309",".231",".228","47","0.0","-9.6","5.6","0.1","21534"
"Rene Rivera","- - -","25","78","2","8","9","0","5.1%","37.2%",".130",".368",".232",".293",".362",".288",".263","81","-1.2","-3.0","1.4","0.1","3648"
"Edward Olivares","KCR","39","111","5","14","12","2","4.5%","17.1%",".168",".244",".238",".291",".406",".301",".297","88","-0.1","-1.8","-1.1","0.1","19698"
"Yermin Mercedes","CHW","68","262","7","26","37","0","7.6%","17.6%",".133",".309",".271",".328",".404",".317",".313","102","-1.2","-0.7","-7.4","0.1","17423"
"Aaron Hicks","NYY","32","126","4","13","14","0","11.1%","23.8%",".139",".224",".194",".294",".333",".279",".334","76","-0.2","-4.0","0.5","0.1","5297"
"Daniel Vogelbach","MIL","93","258","9","30","24","0","16.7%","22.1%",".163",".255",".219",".349",".381",".325",".338","101","-4.1","-3.9","-3.8","0.1","14130"
"Andy Young","ARI","58","104","6","13","15","0","5.8%","43.3%",".275",".317",".209",".298",".484",".332",".307","105","-1.5","-0.8","-1.8","0.1","19521"
"Jonathan Lucroy","- - -","7","23","0","2","3","0","13.0%","17.4%",".053",".400",".316",".409",".368",".351",".292","118","-0.2","0.3","-0.2","0.1","7870"
"Ender Inciarte","ATL","52","89","2","11","10","1","7.9%","24.7%",".101",".268",".215",".276",".316",".262",".230","59","0.5","-4.1","2.0","0.1","4922"
"Leody Taveras","TEX","49","185","3","14","9","10","4.9%","32.4%",".109",".225",".161",".207",".270",".209",".252","29","2.4","-13.8","8.2","0.1","18900"
"Jose Devers","MIA","21","46","0","7","5","0","6.5%","23.9%",".073",".323",".244",".304",".317",".276",".284","74","0.5","-1.0","0.2","0.1","20540"
"Aristides Aquino","CIN","84","204","10","25","23","2","13.2%","36.8%",".218",".253",".190",".299",".408",".303",".304","83","0.0","-4.4","-1.6","0.1","15482"
"Romy Gonzalez","CHW","10","33","0","4","2","0","3.0%","33.3%",".094",".381",".250",".273",".344",".267",".253","67","0.3","-1.0","0.5","0.1","21562"
"Hoy Park","- - -","45","150","3","16","14","1","12.0%","25.3%",".141",".250",".195",".297",".336",".279",".291","73","-1.0","-6.1","1.7","0.1","18027"
"Austin Hedges","CLE","88","312","10","32","31","1","4.8%","27.9%",".129",".214",".178",".220",".308",".227",".230","40","-0.2","-23.3","13.2","0.1","12976"
"Asdrubal Cabrera","- - -","110","352","7","34","42","1","10.2%","22.7%",".136",".283",".230",".313",".366",".297",".287","82","-1.9","-9.9","-1.2","0.0","4962"
"Riley Adams","- - -","47","120","2","13","10","0","12.5%","33.3%",".162",".351",".222",".358",".384",".332",".317","105","0.1","1.0","-4.5","0.0","19864"
"Niko Goodrum","DET","90","325","9","39","33","14","8.9%","32.9%",".145",".301",".214",".292",".359",".286",".305","79","0.3","-8.0","-2.6","0.0","12092"
"Harold Ramirez","CLE","99","361","7","33","41","3","3.9%","15.5%",".130",".301",".268",".305",".398",".302",".308","90","1.2","-3.1","-8.7","0.0","14387"
"Didi Gregorius","PHI","103","408","13","35","54","3","6.1%","16.4%",".160",".217",".209",".270",".370",".275",".273","68","1.5","-14.8","1.8","0.0","6012"
"Payton Henry","MIA","5","16","0","0","0","0","6.3%","31.3%",".067",".400",".267",".313",".333",".286",".327","81","-0.3","-0.7","0.6","0.0","22164"
"Jordy Mercer","WSN","46","127","2","13","9","0","7.1%","26.8%",".110",".341",".254",".307",".364",".294",".285","81","-0.2","-3.3","-0.5","0.0","6547"
"Ryan LaMarre","NYY","9","24","2","3","4","1","8.3%","25.0%",".286",".154",".190",".292",".476",".328",".255","109","0.0","0.2","-0.7","0.0","10700"
"Jonathan Arauz","BOS","28","75","3","9","8","0","10.7%","20.0%",".185",".191",".185",".274",".369",".282",".271","72","-0.1","-2.7","0.4","0.0","20275"
"Jason Martin","TEX","58","154","6","14","17","3","5.2%","26.6%",".146",".245",".208",".248",".354",".260",".278","63","0.7","-6.3","1.3","0.0","16429"
"T.J. Friedl","CIN","14","36","1","9","2","0","11.1%","5.6%",".129",".276",".290",".361",".419",".338",".298","106","0.5","0.7","-1.8","0.0","19522"
"Monte Harrison","MIA","9","11","0","0","0","0","0.0%","27.3%",".100",".286",".200",".200",".300",".212",".205","33","-0.3","-1.3","1.0","0.0","17216"
"Pete Kozma","OAK","3","12","0","0","0","0","8.3%","33.3%",".000",".143",".091",".167",".091",".131",".199","-21","0.1","-1.7","1.4","0.0","2539"
"Deven Marrero","MIA","10","19","1","4","1","1","15.8%","31.6%",".188",".222",".188",".316",".375",".307",".182","95","-0.3","-0.4","-0.1","0.0","13325"
"Eric Campbell","SEA","4","12","0","1","0","0","8.3%","8.3%",".000",".300",".273",".333",".273",".277",".308","78","0.2","-0.1","-0.2","0.0","6938"
"Nick Ahmed","ARI","129","473","5","46","38","7","7.2%","22.0%",".118",".279",".221",".280",".339",".269",".250","64","0.6","-21.1","5.5","0.0","12147"
"Rob Refsnyder","MIN","51","157","2","21","12","1","10.8%","25.5%",".094",".327",".245",".325",".338",".296",".340","86","-0.5","-3.2","-2.1","0.0","13770"
"Travis Blankenhorn","- - -","24","24","1","4","4","0","4.2%","33.3%",".217",".214",".174",".208",".391",".253",".337","61","0.2","-1.0","0.2","0.0","18395"
"Eric Hosmer","SDP","151","565","12","53","65","5","8.5%","17.5%",".126",".313",".269",".337",".395",".319",".325","102","-5.5","-3.8","-14.9","0.0","3516"
"Jon Jay","LAA","5","14","0","2","1","0","0.0%","14.3%",".000",".417",".357",".357",".357",".314",".185","98","0.1","0.0","-0.6","0.0","5227"
"Rafael Marchan","PHI","20","56","1","7","4","0","7.1%","17.9%",".115",".268",".231",".286",".346",".277",".283","70","0.1","-2.1","0.2","0.0","21646"
"Alex Blandino","CIN","43","82","0","9","5","1","9.8%","34.1%",".057",".333",".200",".317",".257",".270",".256","62","0.4","-3.6","0.8","0.0","16271"
"Kole Calhoun","ARI","51","182","5","17","17","1","8.2%","22.5%",".139",".281",".235",".297",".373",".292",".292","79","0.0","-4.9","-1.2","0.0","11200"
"Jacob Nottingham","- - -","15","45","3","5","6","0","4.4%","44.4%",".250",".167",".150",".222",".400",".263",".245","65","0.1","-1.8","0.1","0.0","16448"
"Jacob Wilson","- - -","12","21","0","3","1","0","4.8%","14.3%",".150",".176",".150",".190",".300",".209",".225","30","0.5","-1.3","0.4","0.0","13254"
"Mason Williams","NYM","17","37","1","3","1","0","10.8%","24.3%",".121",".261",".212",".297",".333",".270",".253","73","-0.4","-1.7","0.3","0.0","11859"
"Josh Palacios","TOR","13","42","0","7","4","0","7.1%","26.2%",".000",".280",".200",".293",".200",".236",".301","42","1.8","-1.2","-0.5","0.0","19818"
"Andrew Velazquez","NYY","28","68","1","11","6","4","1.5%","33.8%",".134",".326",".224",".235",".358",".252",".256","57","0.7","-2.8","0.2","0.0","14196"
"William Contreras","ATL","52","185","8","19","23","0","10.3%","29.2%",".184",".265",".215",".303",".399",".303",".319","86","-0.8","-4.1","-2.3","0.0","20503"
"Taylor Motter","- - -","16","29","0","5","1","0","10.3%","27.6%",".115",".278",".192",".276",".308",".259",".237","51","0.1","-1.8","0.5","0.0","12399"
"Jose Barrero","CIN","21","56","0","4","3","1","5.4%","30.4%",".120",".303",".200",".286",".320",".271",".234","62","0.4","-2.3","0.1","0.0","23378"
"Brian Miller","MIA","5","11","0","1","0","0","0.0%","27.3%",".000",".375",".273",".273",".273",".240",".230","51","0.1","-0.6","-0.2","0.0","20047"
"Ryan Lavarnway","CLE","9","30","0","2","0","0","3.3%","33.3%",".107",".389",".250",".276",".357",".274",".272","71","-0.7","-1.8","0.4","0.0","8879"
"Garrett Stubbs","HOU","18","38","0","2","3","0","5.3%","18.4%",".059",".222",".176",".222",".235",".205",".212","27","0.2","-3.2","1.5","0.0","18067"
"Lewin Diaz","MIA","40","128","8","16","13","0","4.7%","25.8%",".246",".210",".205",".242",".451",".288",".294","82","-0.3","-3.1","-1.6","0.0","18365"
"Rob Brantly","NYY","6","21","0","0","0","0","0.0%","19.0%",".050",".188",".150",".190",".200",".177",".201","7","-0.1","-2.5","1.3","0.0","10655"
"Donovan Walton","SEA","24","69","2","6","7","1","5.8%","21.7%",".159",".239",".206",".254",".365",".267",".269","71","0.3","-2.2","-0.6","0.0","19314"
"Wilfredo Tovar","NYM","6","12","0","0","1","0","8.3%","33.3%",".000",".286",".182",".250",".182",".204",".242","30","0.1","-1.0","0.1","-0.1","10416"
"Taylor Trammell","SEA","51","178","8","23","18","2","9.6%","42.1%",".199",".233",".160",".256",".359",".270",".234","73","0.0","-5.8","-0.8","-0.1","19960"
"Adrian Sanchez","WSN","16","38","0","5","1","0","7.9%","10.5%",".057",".290",".257",".316",".314",".271",".252","65","-1.6","-3.3","1.4","-0.1","11338"
"Yohel Pozo","TEX","21","77","1","8","9","0","3.9%","13.0%",".095",".317",".284",".312",".378",".300",".300","90","-0.5","-1.4","-1.8","-0.1","18848"
"Kevin Padlo","- - -","10","15","0","1","0","0","13.3%","60.0%",".077",".250",".077",".200",".154",".175",".172","10","0.1","-1.6","0.4","-0.1","16593"
"Dexter Fowler","LAA","7","21","0","3","1","1","4.8%","28.6%",".000",".357",".250",".286",".250",".242",".267","49","0.3","-1.0","-0.3","-0.1","4062"
"Taylor Jones","HOU","35","108","2","11","16","0","3.7%","26.9%",".157",".315",".245",".269",".402",".283",".247","80","-1.8","-4.4","0.0","-0.1","19533"
"Michael Chavis","- - -","43","124","3","16","11","1","0.8%","33.9%",".149",".351",".248",".258",".397",".277",".250","69","-1.0","-5.6","0.6","-0.1","17321"
"Jack Lopez","BOS","7","16","0","2","0","0","6.3%","37.5%",".154",".286",".154",".214",".308",".227",".154","35","0.3","-1.0","-0.4","-0.1","13663"
"Stuart Fairchild","ARI","12","17","0","3","2","0","5.9%","17.6%",".067",".167",".133",".235",".200",".208",".268","24","-0.2","-1.8","0.5","-0.1","20321"
"Andrew Stevenson","WSN","109","213","5","22","23","1","6.1%","28.6%",".109",".307",".229",".294",".339",".276",".295","69","0.7","-7.7","-0.3","-0.1","17932"
"Daz Cameron","DET","35","115","4","16","13","6","8.7%","33.0%",".165",".262",".194",".278",".359",".281",".284","76","2.3","-1.1","-3.8","-0.1","18353"
"Eli White","TEX","64","220","6","26","15","4","8.2%","30.0%",".131",".230",".177",".259",".308",".253",".249","58","0.2","-11.0","2.5","-0.1","19346"
"Pablo Sandoval","ATL","69","86","4","11","11","0","12.8%","29.1%",".164",".205",".178",".302",".342",".291",".317","78","-0.8","-3.2","-0.7","-0.1","5409"
"Brian O'Grady","SDP","32","61","2","8","9","0","13.1%","27.9%",".176",".182",".157",".267",".333",".265",".294","67","0.4","-2.2","-0.9","-0.1","16729"
"Luke Williams","PHI","58","108","1","8","6","2","9.3%","21.3%",".071",".311",".245",".315",".316",".283",".266","74","0.1","-3.5","-1.1","-0.1","19931"
"Abraham Almonte","ATL","64","175","5","20","19","1","14.9%","21.7%",".182",".255",".216",".331",".399",".321",".317","97","-1.4","-2.0","-5.0","-0.1","5486"
"Pedro Severino","BAL","113","419","11","32","46","0","8.1%","26.0%",".135",".314",".248",".308",".383",".299",".310","87","-3.9","-10.8","-4.6","-0.1","14523"
"Renato Nunez","DET","14","55","4","7","7","0","1.8%","29.1%",".283",".182",".189",".218",".472",".287",".211","80","-0.5","-1.9","-1.2","-0.1","14503"
"Nick Martini","CHC","25","45","0","4","4","0","13.3%","22.2%",".027",".345",".270",".356",".297",".287",".327","76","-0.4","-1.7","-1.0","-0.1","12005"
"Rodolfo Castro","PIT","31","93","5","9","8","0","6.5%","29.0%",".198",".222",".198",".258",".395",".281",".288","75","-0.8","-3.7","-0.6","-0.1","21987"
"Scott Heineman","CIN","19","34","2","5","3","0","8.8%","44.1%",".200",".077",".100",".206",".300",".226",".205","33","0.1","-2.8","0.4","-0.1","14453"
"Cavan Biggio","TOR","79","294","7","27","27","3","12.6%","26.5%",".132",".290",".224",".322",".356",".298",".285","84","-1.3","-7.1","-4.2","-0.1","19252"
"Cole Tucker","PIT","43","131","2","15","12","2","9.9%","25.2%",".120",".289",".222",".298",".342",".282",".280","75","-0.7","-4.9","-0.8","-0.1","17326"
"Nick Senzel","CIN","36","124","1","18","8","2","9.7%","12.9%",".063",".284",".252",".323",".315",".286",".357","72","-0.2","-4.6","-0.8","-0.1","19293"
"Patrick Mazeika","NYM","37","87","1","6","6","0","4.6%","20.7%",".076",".230",".190",".253",".266",".228",".235","46","0.1","-5.9","1.6","-0.1","18142"
"Mauricio Dubon","SFG","74","187","5","20","22","2","4.8%","21.9%",".137",".282",".240",".278",".377",".278",".273","75","-1.5","-7.6","0.0","-0.1","16530"
"Emmanuel Rivera","KCR","29","98","1","13","5","2","8.2%","21.4%",".078",".324",".256",".316",".333",".289",".317","80","0.9","-1.5","-3.3","-0.1","19890"
"Jose Rojas","LAA","61","184","6","26","15","2","8.2%","27.2%",".190",".259",".208",".277",".399",".292",".293","83","-1.0","-4.9","-2.9","-0.1","19331"
"Troy Stokes Jr.","PIT","8","20","0","2","2","1","5.0%","25.0%",".056",".154",".111",".200",".167",".177",".231","7","0.7","-1.7","-0.5","-0.1","17478"
"Hunter Dozier","KCR","144","543","16","55","54","5","7.9%","28.4%",".179",".276",".216",".285",".394",".293",".299","82","-1.4","-13.3","-6.7","-0.2","15117"
"Josh Reddick","ARI","54","158","2","15","21","0","3.8%","19.6%",".113",".311",".258",".285",".371",".283",".285","73","-0.6","-6.1","-0.7","-0.2","3892"
"Anderson Tejeda","TEX","5","17","0","1","0","1","5.9%","58.8%",".000",".167",".063",".118",".063",".092",".114","-50","0.2","-2.9","0.8","-0.2","19909"
"Daniel Robertson","MIL","50","90","2","10","4","0","13.3%","31.1%",".110",".227",".164",".303",".274",".265",".282","62","0.0","-4.3","-0.2","-0.2","14145"
"Anthony Bemboom","LAA","8","28","0","2","2","0","3.6%","35.7%",".000",".353",".222",".250",".222",".213",".197","30","-0.1","-2.5","0.0","-0.2","13854"
"Brent Rooker","MIN","58","213","9","25","16","0","7.0%","32.9%",".196",".264",".201",".291",".397",".301",".340","89","1.0","-1.8","-7.0","-0.2","19627"
"Mike Brosseau","TBR","57","169","5","21","18","2","8.9%","31.4%",".160",".245",".187",".266",".347",".268",".276","73","-0.9","-6.5","-0.8","-0.2","19683"
"Jorge Soler","- - -","149","602","27","74","70","0","11.1%","23.6%",".209",".250",".223",".316",".432",".323",".354","101","-6.8","-6.0","-15.8","-0.2","14221"
"Tim Lopes","MIL","7","11","0","1","0","0","9.1%","36.4%",".000",".167",".100",".182",".100",".143",".210","-17","-0.4","-2.1","0.0","-0.2","14137"
"Lewis Brinson","MIA","89","290","9","24","33","1","4.5%","24.8%",".150",".273",".226",".263",".376",".275",".286","74","-0.7","-10.4","-0.9","-0.2","14352"
"Kevin Smith","TOR","18","36","1","2","1","0","8.3%","30.6%",".094",".100",".094",".194",".188",".182",".247","6","0.4","-3.8","0.9","-0.2","20242"
"Chadwick Tromp","SFG","9","18","1","1","2","0","0.0%","22.2%",".167",".231",".222",".222",".389",".258",".204","62","-0.8","-1.7","-0.6","-0.2","16953"
"Jake Hager","- - -","14","30","0","2","2","0","13.3%","46.7%",".000",".250",".115",".233",".115",".180",".233","8","0.1","-3.4","0.7","-0.2","12198"
"Magneuris Sierra","MIA","123","225","0","27","5","11","6.7%","22.2%",".038",".302",".230",".281",".268",".239",".239","51","4.0","-10.1","0.9","-0.2","17023"
"Chris Gittens","NYY","16","44","1","1","5","0","15.9%","29.5%",".083",".130",".111",".250",".194",".216",".303","33","0.2","-3.5","0.2","-0.2","18482"
